customer_id,total_transactions,total_volume,avg_amount,max_amount,flagged_transactions,avg_fraud_risk,cross_border_ratio,unique_devices,unique_counterparties,flag_rate,customer_fraud_score,customer_risk_level,customer_type,home_country,account_tenure_months,expected_monthly_volume,baseline_risk
CUST20033,43,203661.33,4736.3099999999995,53797.15,5,37.604651162790695,0.5348837209302325,43,42,0.11627906976744186,32,Moderate,Individual,United States,38,5423.5,Moderate
CUST20034,37,90574.39,2447.9564864864865,14725.71,1,29.89189189189189,0.5675675675675675,37,37,0.02702702702702703,26,Low,Individual,United States,77,9495.78,Moderate
CUST20035,38,137018.96,3605.7621052631575,20482.18,7,42.76315789473684,0.47368421052631576,38,38,0.18421052631578946,35,Moderate,Individual,United States,52,2527.93,Low
CUST20036,42,109561.76000000001,2608.6133333333337,22492.49,1,31.333333333333332,0.9761904761904762,42,42,0.023809523809523808,34,Moderate,Individual,India,48,10565.13,High
CUST20037,39,96652.73999999999,2478.275384615384,7848.12,1,29.23076923076923,0.9743589743589743,39,39,0.02564102564102564,34,Moderate,Individual,India,2,18521.34,Moderate
CUST20038,36,83677.53,2324.3758333333335,11004.07,0,23.0,0.5,36,35,0.0,20,Low,Individual,United States,18,19272.73,Low
CUST20039,28,84745.22,3026.6150000000002,12691.98,1,21.0,0.2857142857142857,28,28,0.03571428571428571,16,Low,Individual,United States,87,96442.61,Moderate
CUST20040,40,118473.51,2961.8377499999997,22598.28,1,28.6,0.9,40,40,0.025,32,Moderate,Individual,Mexico,45,15000.28,Moderate
CUST20041,36,71762.7,1993.4083333333333,16548.58,0,24.416666666666668,0.4722222222222222,35,36,0.0,20,Low,Individual,United States,115,26004.31,Moderate
CUST20042,44,95418.01,2168.5911363636365,14459.91,1,24.954545454545453,0.45454545454545453,44,43,0.022727272727272728,21,Low,Individual,United States,9,8230.21,Moderate
CUST20043,30,63435.34,2114.5113333333334,6969.87,0,30.166666666666668,1.0,30,30,0.0,34,Moderate,Individual,Nigeria,70,9386.82,Low
CUST20044,24,62840.95,2618.3729166666667,14416.69,0,28.958333333333332,0.9166666666666666,24,24,0.0,31,Moderate,Individual,Turkey,105,10250.38,Moderate
CUST20045,43,111159.4,2585.1023255813952,16005.67,9,43.44186046511628,0.9302325581395349,43,43,0.20930232558139536,45,Moderate,Individual,Nigeria,49,3749.28,Moderate
CUST20046,54,154910.11,2868.7057407407406,13765.84,1,29.27777777777778,0.9629629629629629,54,54,0.018518518518518517,33,Moderate,Individual,United Arab Emirates,111,16243.68,Moderate
CUST20047,28,87961.71,3141.4896428571433,20871.79,1,23.678571428571427,0.5714285714285714,28,28,0.03571428571428571,23,Low,Business,United States,96,16806.62,Moderate
CUST20048,36,68138.1,1892.7250000000001,11793.62,4,31.944444444444443,0.9444444444444444,36,35,0.1111111111111111,37,Moderate,Individual,Brazil,108,5080.81,Moderate
CUST20049,32,71926.46,2247.701875,7612.37,1,26.75,0.46875,32,31,0.03125,23,Low,Individual,United States,73,11588.69,Moderate
CUST20050,48,156434.47,3259.0514583333334,26093.92,2,23.958333333333332,0.5208333333333334,48,48,0.041666666666666664,23,Low,Individual,United States,60,23188.01,Low
CUST20051,37,90890.37,2456.4964864864864,10106.39,0,29.56756756756757,0.40540540540540543,37,37,0.0,21,Low,Individual,United States,51,4929.94,Moderate
CUST20052,33,116555.03,3531.970606060606,35899.77,4,38.81818181818182,0.42424242424242425,33,33,0.12121212121212122,30,Moderate,Individual,United States,16,2620.04,Low
CUST20053,43,92153.23,2143.098372093023,11236.86,0,24.27906976744186,0.3953488372093023,43,43,0.0,19,Low,Individual,United States,16,11227.33,Low
CUST20054,38,120837.44,3179.9326315789476,22697.72,3,32.55263157894737,0.42105263157894735,38,38,0.07894736842105263,26,Low,Individual,United States,115,6123.19,Low
CUST20055,34,90052.1,2648.5911764705884,11104.72,0,28.0,0.8529411764705882,34,34,0.0,30,Moderate,Individual,Brazil,93,23785.44,Low
CUST20056,36,79663.2,2212.866666666667,25563.18,0,22.47222222222222,0.3333333333333333,35,36,0.0,17,Low,Business,United States,19,11462.78,Low
CUST20057,37,80861.31,2185.440810810811,9051.91,0,22.216216216216218,0.4594594594594595,37,37,0.0,19,Low,Individual,United States,93,16958.04,Low
CUST20058,35,76204.51,2177.271714285714,6849.89,0,22.97142857142857,0.42857142857142855,35,35,0.0,19,Low,Individual,United States,116,15621.08,Low
CUST20059,23,50369.97,2189.998695652174,16282.48,0,22.652173913043477,0.4782608695652174,22,23,0.0,20,Low,Business,United States,26,21437.14,Low
CUST20060,34,132278.72,3890.550588235294,30993.41,7,42.029411764705884,1.0,34,34,0.20588235294117646,46,Moderate,Business,Canada,34,4203.59,High
CUST20061,49,116596.99,2379.5304081632653,16238.45,10,43.244897959183675,0.8979591836734694,49,49,0.20408163265306123,45,Moderate,Individual,Mexico,5,2645.51,Low
CUST20062,46,105525.8,2294.0391304347827,9424.44,0,23.08695652173913,0.3695652173913043,46,46,0.0,18,Low,Business,United States,79,10682.23,High
CUST20063,38,92874.47,2444.065,10813.94,1,27.5,0.9473684210526315,38,38,0.02631578947368421,32,Moderate,Individual,Turkey,83,17499.04,High
CUST20064,31,58107.15,1874.4241935483872,8468.62,1,26.93548387096774,0.9354838709677419,31,31,0.03225806451612903,32,Moderate,Individual,Mexico,101,18495.02,Moderate
CUST20065,43,225179.42,5236.7306976744185,82716.77,1,22.906976744186046,0.4186046511627907,43,43,0.023255813953488372,19,Low,Individual,United States,25,21489.6,Moderate
CUST20066,37,111516.34,3013.955135135135,15661.97,12,48.810810810810814,1.0,37,36,0.32432432432432434,53,High,Business,India,58,3320.96,Low
CUST20067,38,118205.09,3110.660263157895,20854.78,0,24.42105263157895,0.5263157894736842,38,38,0.0,22,Low,Individual,United States,90,15571.84,Low
CUST20068,42,97553.42,2322.7004761904764,14817.6,2,23.5,0.47619047619047616,42,42,0.047619047619047616,22,Low,Individual,United States,90,11897.49,Moderate
CUST20069,35,87366.06,2496.173142857143,15769.14,5,34.857142857142854,0.9428571428571428,35,35,0.14285714285714285,40,Moderate,Individual,India,31,5280.83,Low
CUST20070,42,83032.92,1976.9742857142858,6368.15,1,26.11904761904762,0.40476190476190477,42,42,0.023809523809523808,21,Low,Individual,United States,104,10441.37,High
CUST20071,42,114173.20000000001,2718.409523809524,17362.93,4,31.19047619047619,0.9047619047619048,42,42,0.09523809523809523,35,Moderate,Business,India,33,7594.46,Low
CUST20072,42,164650.35,3920.2464285714286,40253.53,1,31.785714285714285,0.9285714285714286,42,42,0.023809523809523808,34,Moderate,Individual,Turkey,97,13619.37,Low
CUST20073,37,82451.05,2228.4067567567567,15290.7,2,27.83783783783784,0.972972972972973,37,37,0.05405405405405406,34,Moderate,Individual,Mexico,33,9580.14,Moderate
CUST20074,34,104891.24,3085.0364705882353,22615.38,0,21.735294117647058,0.5588235294117647,34,33,0.0,21,Low,Business,United States,72,25666.02,Low
CUST20075,38,96350.74,2535.545789473684,15596.37,2,27.5,0.5,38,38,0.05263157894736842,24,Low,Individual,United States,78,8920.17,Low
CUST20076,28,72573.83,2591.9225,11727.53,3,35.392857142857146,0.42857142857142855,28,28,0.10714285714285714,28,Low,Business,United States,48,4669.13,Moderate
CUST20077,40,131503.0,3287.575,36894.32,0,24.225,0.525,40,39,0.0,21,Low,Individual,United States,85,16095.84,Low
CUST20078,42,133047.97,3167.8088095238095,14614.85,5,34.19047619047619,0.9523809523809523,42,42,0.11904761904761904,39,Moderate,Business,United Arab Emirates,20,10603.76,Low
CUST20079,30,93205.84999999999,3106.861666666666,18204.57,2,34.46666666666667,0.9333333333333333,30,30,0.06666666666666667,37,Moderate,Individual,Brazil,76,12063.24,Moderate
CUST20080,38,150716.71,3966.2292105263155,31181.21,10,40.94736842105263,0.9736842105263158,38,38,0.2631578947368421,47,Moderate,Individual,India,101,3467.12,Low
CUST20081,37,65613.07,1773.3262162162164,8460.09,0,27.91891891891892,1.0,37,37,0.0,33,Moderate,Individual,Turkey,79,16024.92,Moderate
CUST20082,29,60851.94,2098.34275862069,5721.46,2,29.862068965517242,1.0,29,29,0.06896551724137931,36,Moderate,Individual,Brazil,43,19201.67,Low
CUST20083,41,97794.23,2385.2251219512195,8601.27,5,37.146341463414636,0.4878048780487805,41,41,0.12195121951219512,31,Moderate,Individual,United States,53,3496.81,Low
CUST20084,32,117143.18000000001,3660.7243750000002,22155.27,4,38.03125,0.5625,32,32,0.125,33,Moderate,Individual,United States,1,4290.75,Low
CUST20085,43,86493.22,2011.4702325581395,11442.85,1,23.813953488372093,0.6511627906976745,43,42,0.023255813953488372,25,Low,Individual,United States,46,19934.84,High
CUST20086,37,53205.56,1437.988108108108,5291.65,1,23.54054054054054,0.5405405405405406,37,36,0.02702702702702703,22,Low,Individual,United States,60,10917.3,High
CUST20087,47,136069.47,2895.095106382979,22951.49,2,28.404255319148938,0.9787234042553191,47,47,0.0425531914893617,34,Moderate,Business,Mexico,6,13701.93,Low
CUST20088,38,133667.63,3517.569210526316,27406.23,0,23.973684210526315,0.8947368421052632,38,37,0.0,29,Low,Individual,Canada,105,37800.64,Low
CUST20089,33,84461.64,2559.4436363636364,17831.3,0,27.848484848484848,1.0,33,33,0.0,33,Moderate,Individual,Brazil,61,36345.0,Moderate
CUST20090,28,50195.54,1792.6978571428572,6303.46,3,34.214285714285715,0.7142857142857143,28,28,0.10714285714285714,33,Moderate,Individual,United States,67,4841.13,High
CUST20091,28,83001.96,2964.3557142857144,14901.77,0,22.714285714285715,0.9642857142857143,28,28,0.0,30,Moderate,Individual,India,63,142784.23,Moderate
CUST20092,35,127858.23,3653.0922857142855,50263.63,1,28.914285714285715,0.9714285714285714,35,35,0.02857142857142857,33,Moderate,Individual,Brazil,85,13414.32,Moderate
CUST20093,33,68097.23,2063.552424242424,10734.44,1,26.96969696969697,0.9696969696969697,32,33,0.030303030303030304,33,Moderate,Business,Canada,8,32411.07,Low
CUST20094,45,157536.26,3500.805777777778,27143.76,1,25.68888888888889,0.4222222222222222,45,44,0.022222222222222223,21,Low,Individual,United States,12,30376.71,Low
CUST20095,29,73132.74,2521.8186206896553,14887.48,2,26.24137931034483,0.4827586206896552,29,29,0.06896551724137931,24,Low,Individual,United States,64,14646.11,Moderate
CUST20096,25,59344.21,2373.7684,14731.86,0,28.72,1.0,25,25,0.0,33,Moderate,Business,United Kingdom,61,11465.77,Moderate
CUST20097,43,95123.84,2212.182325581395,9999.16,6,38.604651162790695,0.5813953488372093,43,43,0.13953488372093023,34,Moderate,Individual,United States,66,2870.57,Moderate
CUST20098,32,70464.81,2202.0253125,5795.74,0,22.5625,0.5625,32,32,0.0,21,Low,Individual,United States,6,33844.56,Low
CUST20099,33,79547.47,2410.529393939394,28097.1,1,25.696969696969695,0.5151515151515151,33,33,0.030303030303030304,23,Low,Business,United States,85,22233.45,Low
CUST20100,40,91342.37,2283.55925,7919.39,0,27.05,0.55,40,40,0.0,23,Low,Individual,United States,36,15504.28,Moderate
CUST20101,33,104401.56,3163.683636363636,13046.66,5,37.96969696969697,0.9393939393939394,33,33,0.15151515151515152,41,Moderate,Individual,Turkey,28,7059.73,Low
CUST20102,44,172063.83,3910.5415909090907,50224.0,5,38.52272727272727,0.9545454545454546,44,44,0.11363636363636363,40,Moderate,Individual,United Arab Emirates,104,5786.92,Low
CUST20103,38,64106.54,1687.0142105263158,6153.42,0,25.44736842105263,0.9473684210526315,38,38,0.0,30,Moderate,Individual,United Arab Emirates,70,15770.54,Low
CUST20104,39,132370.17,3394.1069230769235,15659.94,7,43.38461538461539,0.48717948717948717,38,38,0.1794871794871795,36,Moderate,Individual,United States,1,2448.89,Moderate
CUST20105,37,71138.45,1922.6608108108107,6301.97,2,25.64864864864865,0.918918918918919,37,37,0.05405405405405406,32,Moderate,Individual,Brazil,63,15006.67,Moderate
CUST20106,34,104469.37,3072.6285294117647,11565.77,0,27.941176470588236,0.9705882352941176,34,34,0.0,32,Moderate,Individual,United Arab Emirates,62,16129.39,High
CUST20107,32,134557.21,4204.9128125,48134.12,3,27.125,0.40625,32,32,0.09375,24,Low,Individual,United States,10,28810.14,Low
CUST20108,35,81200.07,2320.0020000000004,31338.61,1,24.085714285714285,0.5714285714285714,35,35,0.02857142857142857,23,Low,Individual,United States,75,22230.36,Low
CUST20109,42,144870.77,3449.304047619047,14630.54,0,29.38095238095238,0.9523809523809523,42,41,0.0,32,Moderate,Individual,United Arab Emirates,87,14837.79,Low
CUST20110,42,102516.09,2440.8592857142858,16444.09,1,24.547619047619047,0.47619047619047616,42,42,0.023809523809523808,21,Low,Individual,United States,39,18410.61,High
CUST20111,37,144499.66999999998,3905.396486486486,72353.22,3,27.56756756756757,0.43243243243243246,37,37,0.08108108108108109,24,Low,Individual,United States,119,25692.25,Low
CUST20112,38,149544.42,3935.379473684211,16135.5,1,27.526315789473685,0.9736842105263158,38,38,0.02631578947368421,33,Moderate,Individual,Turkey,64,28069.47,Moderate
CUST20113,35,77032.04,2200.9154285714285,10124.25,0,22.542857142857144,0.45714285714285713,35,35,0.0,19,Low,Individual,United States,46,14944.2,Moderate
CUST20114,37,123214.26,3330.115135135135,15731.85,2,29.81081081081081,0.8918918918918919,37,37,0.05405405405405406,33,Moderate,Individual,Nigeria,55,12826.57,Low
CUST20115,37,134647.37,3639.118108108108,31169.71,5,40.0,0.4594594594594595,36,37,0.13513513513513514,32,Moderate,Individual,United States,54,2778.44,Low
CUST20116,38,123399.33,3247.3507894736845,15623.55,3,28.63157894736842,0.47368421052631576,37,38,0.07894736842105263,25,Low,Individual,United States,48,10073.42,Low
CUST20117,35,78420.55,2240.587142857143,12227.45,1,21.228571428571428,0.6,35,35,0.02857142857142857,23,Low,Individual,United States,37,29935.52,Low
CUST20118,34,76991.88,2264.4670588235294,12544.38,0,23.941176470588236,0.5294117647058824,34,34,0.0,21,Low,Business,United States,94,12665.49,Moderate
CUST20119,44,138049.91,3137.497954545455,25160.04,4,31.727272727272727,0.9318181818181818,44,44,0.09090909090909091,36,Moderate,Individual,India,58,8718.21,Low
CUST20120,37,122162.93000000001,3301.700810810811,30177.82,3,34.945945945945944,0.4594594594594595,37,37,0.08108108108108109,28,Low,Individual,United States,73,3312.79,Moderate
CUST20121,38,81464.2,2143.794736842105,10568.79,0,20.13157894736842,0.5263157894736842,38,38,0.0,20,Low,Individual,United States,94,25825.28,Low
CUST20122,28,62827.4,2243.8357142857144,7583.37,1,26.5,0.8928571428571429,28,28,0.03571428571428571,31,Moderate,Individual,Canada,69,24237.75,Low
CUST20123,42,117814.18,2805.099523809524,11629.24,0,22.261904761904763,0.2857142857142857,42,42,0.0,16,Low,Individual,United States,28,14392.82,High
CUST20124,22,35875.229999999996,1630.6922727272724,6153.44,0,23.045454545454547,0.5,22,22,0.0,20,Low,Individual,United States,15,11442.52,Low
CUST20125,35,88990.81999999999,2542.594857142857,17349.78,3,26.6,0.8857142857142857,35,35,0.08571428571428572,33,Moderate,Individual,United Arab Emirates,102,9534.48,Moderate
CUST20126,36,88912.08,2469.78,10874.34,0,21.27777777777778,0.4444444444444444,36,36,0.0,18,Low,Individual,United States,47,16630.45,Low
CUST20127,39,85405.22,2189.877435897436,8195.33,0,24.487179487179485,0.8974358974358975,39,39,0.0,29,Low,Individual,Mexico,74,58887.96,High
CUST20128,57,141365.6,2480.098245614035,9962.7,1,22.80701754385965,0.5087719298245614,57,56,0.017543859649122806,21,Low,Individual,United States,86,31113.33,Low
CUST20129,43,125687.43,2922.963488372093,20436.46,1,24.488372093023255,0.3488372093023256,43,43,0.023255813953488372,19,Low,Individual,United States,76,21656.81,Low
CUST20130,35,195194.26,5576.978857142857,131015.99,1,23.228571428571428,0.4857142857142857,35,35,0.02857142857142857,21,Low,Individual,United States,49,27963.11,Low
CUST20131,37,77311.65,2089.504054054054,5421.21,2,35.91891891891892,0.972972972972973,37,37,0.05405405405405406,38,Moderate,Individual,United Arab Emirates,33,7335.17,Low
CUST20132,33,103687.71,3142.0518181818184,29028.64,2,29.484848484848484,0.9090909090909091,33,33,0.06060606060606061,34,Moderate,Individual,Turkey,111,30928.8,Low
CUST20133,29,74877.13,2581.9700000000003,19313.51,1,27.137931034482758,0.6206896551724138,29,29,0.034482758620689655,26,Low,Individual,United States,106,9240.49,Low
CUST20134,41,96556.97,2355.048048780488,13201.95,2,31.317073170731707,0.4146341463414634,41,41,0.04878048780487805,24,Low,Business,United States,90,4935.51,Low
CUST20135,35,104530.8,2986.594285714286,31985.19,0,24.428571428571427,0.9428571428571428,35,35,0.0,30,Moderate,Business,Nigeria,69,41384.69,Low
CUST20136,49,171176.52,3493.3983673469384,57536.54,2,28.081632653061224,0.9387755102040817,49,49,0.04081632653061224,33,Moderate,Individual,Canada,20,23371.68,Low
CUST20137,32,83484.51999999999,2608.8912499999997,22994.62,2,24.9375,0.4375,32,32,0.0625,22,Low,Individual,United States,34,15426.58,Low
CUST20138,28,68443.69,2444.4175,7561.27,1,28.428571428571427,0.39285714285714285,28,28,0.03571428571428571,22,Low,Individual,United States,68,12664.34,High
CUST20139,49,133802.49,2730.6630612244894,12078.04,4,31.0,0.42857142857142855,49,49,0.08163265306122448,25,Low,Individual,United States,54,5468.23,Low
CUST20140,32,62567.37,1955.2303125,9599.17,1,27.0625,0.5625,32,32,0.03125,25,Low,Individual,United States,37,6601.13,Low
CUST20141,39,101889.05,2612.5397435897435,17208.65,2,25.41025641025641,0.48717948717948717,39,39,0.05128205128205128,23,Low,Business,United States,48,14788.27,High
CUST20142,27,93110.15000000001,3448.524074074074,10453.79,0,24.703703703703702,0.5555555555555556,27,27,0.0,22,Low,Individual,United States,12,16645.03,High
CUST20143,44,99862.02,2269.591363636364,10039.21,9,42.52272727272727,0.5454545454545454,44,44,0.20454545454545456,37,Moderate,Individual,United States,57,2228.14,Low
CUST20144,40,71640.07,1791.0017500000001,7665.76,2,27.725,0.375,40,39,0.05,22,Low,Individual,United States,110,6814.57,Low
CUST20145,42,83211.81,1981.2335714285714,7140.16,0,23.166666666666668,0.5,41,42,0.0,20,Low,Business,United States,3,13272.42,Low
CUST20146,30,124601.11,4153.370333333333,34301.11,2,35.43333333333333,0.9666666666666667,30,30,0.06666666666666667,38,Moderate,Business,Canada,7,4488.98,Low
CUST20147,37,78846.68,2130.991351351351,11388.85,2,29.027027027027028,0.918918918918919,37,37,0.05405405405405406,33,Moderate,Individual,India,15,8758.13,Low
CUST20148,43,110150.64,2561.6427906976746,18753.76,1,28.697674418604652,0.9534883720930233,43,41,0.023255813953488372,33,Moderate,Business,Canada,96,12258.72,Low
CUST20149,41,83460.47,2035.6212195121952,8778.73,0,26.804878048780488,0.9024390243902439,41,41,0.0,30,Moderate,Individual,Nigeria,91,23095.63,Low
CUST20150,38,120697.23,3176.242894736842,24224.86,1,26.526315789473685,0.5263157894736842,38,38,0.02631578947368421,23,Low,Individual,United States,87,12222.89,Moderate
CUST20151,28,80392.83,2871.1725,11740.71,5,41.857142857142854,0.9642857142857143,27,28,0.17857142857142858,44,Moderate,Individual,Turkey,90,6048.74,Low
CUST20152,48,117867.14,2455.565416666667,11050.73,2,27.4375,0.8958333333333334,48,48,0.041666666666666664,32,Moderate,Business,Canada,14,27357.84,Low
CUST20153,38,171948.3,4524.9552631578945,82571.01,1,31.710526315789473,0.9473684210526315,38,38,0.02631578947368421,34,Moderate,Business,Mexico,105,29752.58,Moderate
CUST20154,39,124959.25,3204.0833333333335,28537.01,0,27.333333333333332,0.9230769230769231,39,39,0.0,31,Moderate,Individual,Canada,83,36577.66,Low
CUST20155,35,90283.22,2579.5205714285717,11780.98,1,28.942857142857143,0.9714285714285714,35,35,0.02857142857142857,33,Moderate,Individual,Nigeria,74,13255.31,Moderate
CUST20156,47,108614.78,2310.952765957447,13155.69,2,24.25531914893617,0.48936170212765956,47,47,0.0425531914893617,22,Low,Individual,United States,43,19329.7,Moderate
CUST20157,35,103736.03,2963.886571428571,14485.73,0,24.685714285714287,0.8285714285714286,35,35,0.0,28,Low,Individual,Canada,79,20067.43,Moderate
CUST20158,41,75289.36,1836.3258536585365,11247.83,0,23.097560975609756,0.5609756097560976,41,41,0.0,22,Low,Individual,United States,32,11358.33,Low
CUST20159,45,215189.93000000002,4781.998444444445,72521.1,11,41.24444444444445,0.9333333333333333,45,45,0.24444444444444444,46,Moderate,Individual,India,36,4458.74,Low
CUST20160,32,209021.57,6531.9240625,87980.23,3,37.40625,0.9375,32,32,0.09375,39,Moderate,Business,Brazil,23,7728.17,Low
CUST20161,21,53504.63,2547.8395238095236,11775.62,1,29.142857142857142,0.8571428571428571,21,21,0.047619047619047616,32,Moderate,Individual,Canada,27,16512.02,Low
CUST20162,30,67382.33,2246.0776666666666,10607.36,2,31.366666666666667,0.9,30,30,0.06666666666666667,34,Moderate,Individual,Nigeria,36,4554.14,Low
CUST20163,46,148354.65,3225.1010869565216,11906.92,10,44.45652173913044,0.8913043478260869,46,46,0.21739130434782608,45,Moderate,Individual,Canada,25,2961.82,Moderate
CUST20164,39,110749.39,2839.7279487179485,27414.77,3,28.564102564102566,0.3076923076923077,39,39,0.07692307692307693,22,Low,Individual,United States,85,10253.26,Low
CUST20165,40,157694.35,3942.3587500000003,33065.47,5,32.45,0.6,40,40,0.125,31,Moderate,Individual,United States,49,6242.23,Moderate
CUST20166,38,109115.43000000001,2871.4586842105264,17511.06,2,26.473684210526315,0.5526315789473685,38,38,0.05263157894736842,25,Low,Individual,United States,111,10523.71,Low
CUST20167,43,131894.35,3067.3104651162794,34730.01,3,29.627906976744185,0.9069767441860465,43,43,0.06976744186046512,34,Moderate,Individual,United Kingdom,98,8652.14,Low
CUST20168,37,87861.9,2374.6459459459456,9007.86,1,28.243243243243242,0.9459459459459459,37,36,0.02702702702702703,33,Moderate,Individual,United Kingdom,44,13721.28,Moderate
CUST20169,35,148533.74,4243.821142857142,38168.45,4,31.742857142857144,0.45714285714285713,35,35,0.11428571428571428,27,Low,Business,United States,110,7949.81,Low
CUST20170,37,96557.1,2609.6513513513514,10424.55,3,34.54054054054054,0.9459459459459459,36,37,0.08108108108108109,37,Moderate,Individual,Turkey,50,7105.62,Moderate
CUST20171,35,81139.35,2318.267142857143,12212.37,1,24.4,0.9428571428571428,35,35,0.02857142857142857,31,Moderate,Individual,Mexico,29,33625.15,Moderate
